tip1	tip2	taxid1	taxid2	distance
Streptomyces_griseiniger-_-AJ391818--_NRRL_B-1865_T	Streptomyces_rhizosphaericus-_-AB249941--_NBRC_100778_T	114688	114699	0.00211
Streptomyces_indonesiensis-_-DQ334783--_DSM_41759-_A4R2_T	Streptomyces_asiaticus-_-AB249947--_NBRC_100774_T	114700	114695	0.00212
Streptomyces_indonesiensis-_-DQ334783--_DSM_41759-_A4R2_T	Streptomyces_rhizosphaericus-_-AB249941--_NBRC_100778_T	114700	114699	0.00212
Streptomyces_botrytidirepellens-_-MK702081--_NEAU-LD23_T	Streptomyces_amphotericinicus-_-KX777593--_1H-SSA8_T	2486417	2023875	0.01192
Streptomyces_amphotericinicus-_-KX777593--_1H-SSA8_T	Streptomyces_botrytidirepellens-_-MK702081--_NEAU-LD23_T	2023875	2486417	0.01192
Streptomyces_himastatinicus-_-EF408736--_ATCC_53653_T	Streptomyces_botrytidirepellens-_-MK702081--_NEAU-LD23_T	457427	2486417	0.01477
Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	1936	1924	2e-5
Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	1936	47760	2e-5
Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	1936	67360	2e-5
Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	1924	1936	2e-5
Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	1924	47760	2e-5
Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	1924	67360	2e-5
Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	47760	1936	2e-5
Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	47760	1924	2e-5
Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	47760	67360	2e-5
Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	67360	1936	2e-5
Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	67360	1924	2e-5
Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	67360	47760	2e-5
Streptomyces_hawaiiensis-_-AB184143--_NBRC_12784_T	Streptomyces_massasporeus-_-AB184152--_NBRC_12796_T	67305	67324	0.00562
Streptomyces_indiaensis-_-AB184553--_NBRC_13964_T	Streptomyces_purpurascens-_-AJ399486--_ISP_5310_T	284033	1924	0.00423
Streptomyces_purpurascens-_-AJ399486--_ISP_5310_T	Streptomyces_indiaensis-_-AB184553--_NBRC_13964_T	1924	284033	0.00423
Streptomyces_massasporeus-_-AB184152--_NBRC_12796_T	Streptomyces_hawaiiensis-_-AB184143--_NBRC_12784_T	67324	67305	0.00562
Streptomyces_jeddahensis-_-KT741024--_G25_T	Streptomyces_venetus-_-LC073310--_CMU-AB225_T	1716141	1701086	0.01054
Streptomyces_venetus-_-LC073310--_CMU-AB225_T	Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	1701086	1936	0.00913999999999999
Streptomyces_venetus-_-LC073310--_CMU-AB225_T	Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	1701086	1924	0.00913999999999999
Streptomyces_venetus-_-LC073310--_CMU-AB225_T	Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	1701086	47760	0.00913999999999999
Streptomyces_venetus-_-LC073310--_CMU-AB225_T	Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	1701086	67360	0.00913999999999999
Streptomyces_cinerochromogenes-_-AB184507--_NBRC_13822_T	Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	66422	1936	0.01825999999999999
Streptomyces_cinerochromogenes-_-AB184507--_NBRC_13822_T	Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	66422	1924	0.01825999999999999
Streptomyces_cinerochromogenes-_-AB184507--_NBRC_13822_T	Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	66422	47760	0.01825999999999999
Streptomyces_cinerochromogenes-_-AB184507--_NBRC_13822_T	Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	66422	67360	0.01825999999999999
Streptomyces_fabae-_-KM229360--_T66_T	Streptomyces_violaceus-_-AB184315--_NBRC_13103_T	1550620	1936	0.019
Streptomyces_fabae-_-KM229360--_T66_T	Streptomyces_janthinus-_-AB184851--_NBRC_12879_T	1550620	1924	0.019
Streptomyces_fabae-_-KM229360--_T66_T	Streptomyces_albosporeus_subsp._albosporeus-_-AJ781327--_LMG_19403_T	1550620	47760	0.019
Streptomyces_fabae-_-KM229360--_T66_T	Streptomyces_roseoviolaceus-_-AB184298--_NBRC_13081_T	1550620	67360	0.019
Streptomyces_arenae-_-AJ399485--_ISP_5293_T	Streptomyces_violarus-_-AB184316--_NBRC_13104_T	29301	67380	2e-5
Streptomyces_violarus-_-AB184316--_NBRC_13104_T	Streptomyces_arenae-_-AJ399485--_ISP_5293_T	67380	29301	2e-5
Streptomyces_mutabilis-_-EF178679--_NRRL_ISP-5169_T	Streptomyces_luteus-_-KM285235--_TRM_45540_T	67332	67332	7.2e-4
Streptomyces_luteus-_-KM285235--_TRM_45540_T	Streptomyces_mutabilis-_-EF178679--_NRRL_ISP-5169_T	67332	67332	7.2e-4
Streptomyces_rochei-_-AB184237--_NBRC_12908_T	Streptomyces_geysiriensis-_-AB184661--_NBRC_15413_T	1928	68207	0.00143
Streptomyces_vinaceusdrappus-_-AY999929--_NRRL_2363_T	Streptomyces_rochei-_-AB184237--_NBRC_12908_T	67376	1928	0.00775999999999999
Streptomyces_plicatus-_-AY999922--_NRRL_2428_T	Streptomyces_rochei-_-AB184237--_NBRC_12908_T	1922	1928	0.00987
Streptomyces_geysiriensis-_-AB184661--_NBRC_15413_T	Streptomyces_rochei-_-AB184237--_NBRC_12908_T	68207	1928	0.00143
Streptomyces_djakartensis-_-AB184657--_NBRC_15409_T	Streptomyces_tuirus-_-AB184690--_NBRC_15617_T	68193	68278	0.00492
Streptomyces_tuirus-_-AB184690--_NBRC_15617_T	Streptomyces_djakartensis-_-AB184657--_NBRC_15409_T	68278	68193	0.00492
Streptomyces_minutiscleroticus-_-EF178696--_NRRL_B-12202_T	Streptomyces_geysiriensis-_-AB184661--_NBRC_15413_T	68238	68207	0.00211
Streptomyces_andamanensis-_-LC008305--_KC-112_T	Streptomyces_aurantiogriseus-_-AB184188--_NBRC_12842_T	1565035	66870	0.02178
Streptomyces_aurantiogriseus-_-AB184188--_NBRC_12842_T	Streptomyces_anandii-_-AB184402--_NBRC_13438_T	66870	1306180	0.01688
Streptomyces_anandii-_-AB184402--_NBRC_13438_T	Streptomyces_geysiriensis-_-AB184661--_NBRC_15413_T	1306180	68207	0.01194
Streptomyces_brasiliensis-_-EF626594--_NRRL_B-3327_T	Streptomyces_calvus-_-AB184329--_NBRC_13200_T	1954	67282	0.01617999999999999
Streptomyces_thermodiastaticus-_-AB018095--_JCM_4840_T	Streptomyces_brasiliensis-_-EF626594--_NRRL_B-3327_T	44061	1954	0.01753
Streptomyces_asterosporus-_-AB184706--_NBRC_15872_T	Streptomyces_aureorectus-_-AB184710--_NBRC_15896_T	67282	67282	0.0014
Streptomyces_aureorectus-_-AB184710--_NBRC_15896_T	Streptomyces_asterosporus-_-AB184706--_NBRC_15872_T	67282	67282	0.0014
Streptomyces_virens-_-DQ442554--_NRRL_B-24331T_T	Streptomyces_calvus-_-AB184329--_NBRC_13200_T	285572	67282	7.1e-4
Streptomyces_calvus-_-AB184329--_NBRC_13200_T	Streptomyces_virens-_-DQ442554--_NRRL_B-24331T_T	67282	285572	7.1e-4
Streptomyces_glaucus-_-AB184665--_NBRC_15417_T	Streptomyces_griseostramineus-_-AB184140--_NBRC_12781_T	284029	66895	0.01261
Streptomyces_griseostramineus-_-AB184140--_NBRC_12781_T	Streptomyces_graminearus-_-AJ781333--_LMG_19904_T	66895	284030	0.00844
Streptomyces_griseostramineus-_-AB184140--_NBRC_12781_T	Streptomyces_griseomycini-_-AB184137--_NBRC_12778_T	66895	66895	0.00844
Streptomyces_graminearus-_-AJ781333--_LMG_19904_T	Streptomyces_griseomycini-_-AB184137--_NBRC_12778_T	284030	66895	2e-5
Streptomyces_griseomycini-_-AB184137--_NBRC_12778_T	Streptomyces_graminearus-_-AJ781333--_LMG_19904_T	66895	284030	2e-5
Streptomyces_thermospinosisporus-_-AF333113--_AT10_T	Streptomyces_graminearus-_-AJ781333--_LMG_19904_T	161482	284030	0.01681999999999999
Streptomyces_thermospinosisporus-_-AF333113--_AT10_T	Streptomyces_griseomycini-_-AB184137--_NBRC_12778_T	161482	66895	0.01681999999999999
Streptomyces_prasinosporus-_-AB184390--_NBRC_13419_T	Streptomyces_graminearus-_-AJ781333--_LMG_19904_T	68256	284030	0.0281
Streptomyces_prasinosporus-_-AB184390--_NBRC_13419_T	Streptomyces_griseomycini-_-AB184137--_NBRC_12778_T	68256	66895	0.0281
Streptomyces_triticisoli-_-MF993053--_NEAU_DSCPA1-4-4_T	Streptomyces_viridosporus-_-DQ442556--_NRRL_2414T_T	2182797	67581	0.03177
Streptomyces_viridosporus-_-DQ442556--_NRRL_2414T_T	Streptomyces_triticisoli-_-MF993053--_NEAU_DSCPA1-4-4_T	67581	2182797	0.03177
Streptomyces_echinoruber-_-KC139252--_NBRC_14238_T	Streptomyces_viridosporus-_-DQ442556--_NRRL_2414T_T	68898	67581	0.04172
Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	1968	36817	2e-5
Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	1968	68204	2e-5
Streptomyces_lusitanus-_-AB184424--_NBRC_13464_T	Streptomyces_thermocarboxydus-_-U94490--_DSM_44293_T	68232	59299	0.00912
Streptomyces_thermocarboxydus-_-U94490--_DSM_44293_T	Streptomyces_lusitanus-_-AB184424--_NBRC_13464_T	59299	68232	0.00912
Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	36817	1968	2e-5
Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	36817	68204	2e-5
Streptomyces_capillispiralis-_-AB184577--_NBRC_14222_T	Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	68182	1968	7.1e-4
Streptomyces_capillispiralis-_-AB184577--_NBRC_14222_T	Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	68182	36817	7.1e-4
Streptomyces_capillispiralis-_-AB184577--_NBRC_14222_T	Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	68182	68204	7.1e-4
Streptomyces_azureus-_-EF178674--_NRRL_B-2655_T	Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	146537	1968	0.00773
Streptomyces_azureus-_-EF178674--_NRRL_B-2655_T	Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	146537	36817	0.00773
Streptomyces_azureus-_-EF178674--_NRRL_B-2655_T	Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	146537	68204	0.00773
Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	68204	1968	2e-5
Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	68204	36817	2e-5
Streptomyces_rubiginosus-_-AY999810--_KCTC_9042_T	Streptomyces_cellulosae-_-DQ442495--_NRRL_B-2889T_T	1929	1968	0.00926999999999999
Streptomyces_rubiginosus-_-AY999810--_KCTC_9042_T	Streptomyces_pseudogriseolus-_-DQ442541--_NRRL_B-3288T_T	1929	36817	0.00926999999999999
Streptomyces_rubiginosus-_-AY999810--_KCTC_9042_T	Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	1929	68204	0.00926999999999999
Streptomyces_afghaniensis-_-AOPY01001400--_772_T	Streptomyces_africanus-_-AY208912--_CPJVR-H_T	1283301	231024	0.00349999999999999
Streptomyces_africanus-_-AY208912--_CPJVR-H_T	Streptomyces_afghaniensis-_-AOPY01001400--_772_T	231024	1283301	0.00349999999999999
Streptomyces_levis-_-DQ442517--_NRRL_B-16370T_T	Streptomyces_carpinensis-_-AB184574--_NBRC_14214_T	285566	66369	0.01195999999999999
Streptomyces_lavendulocolor-_-DQ442516--_NRRL_B-3367T_T	Streptomyces_levis-_-DQ442517--_NRRL_B-16370T_T	67316	285566	0.01972
Streptomyces_viridiviolaceus-_-AY999854--_IFO_13359_T	Streptomyces_levis-_-DQ442517--_NRRL_B-16370T_T	68282	285566	0.01545999999999999
Streptomyces_swartbergensis-_-GU220476--_HMC13_T	Streptomyces_caelestis-_-X80824--_NRRL_2418_T	487165	36816	0.00775
Streptomyces_caelestis-_-X80824--_NRRL_2418_T	Streptomyces_swartbergensis-_-GU220476--_HMC13_T	36816	487165	0.00775
Streptomyces_fumanus-_-AB184273--_NBRC_13042_T	Streptomyces_caelestis-_-X80824--_NRRL_2418_T	67302	36816	0.02317
Streptomyces_spinoverrucosus-_-AB184578--_NBRC_14228_T	Streptomyces_carpinensis-_-AB184574--_NBRC_14214_T	284043	66369	0.01194
Streptomyces_carpinensis-_-AB184574--_NBRC_14214_T	Streptomyces_asenjonii-_-LT621750--_KNN35.1b_T	66369	1905151	0.00709
Streptomyces_asenjonii-_-LT621750--_KNN35.1b_T	Streptomyces_carpinensis-_-AB184574--_NBRC_14214_T	1905151	66369	0.00709
Streptomyces_atrovirens-_-DQ026672--_NRRL_B-16357_T	Streptomyces_flavoviridis-_-AB184842--_NBRC_12772_T	285556	28893	0.01475
Streptomyces_atrovirens-_-DQ026672--_NRRL_B-16357_T	Streptomyces_pilosus-_-AB184161--_NBRC_12807_T	285556	28893	0.01475
Streptomyces_flavoviridis-_-AB184842--_NBRC_12772_T	Streptomyces_pilosus-_-AB184161--_NBRC_12807_T	28893	28893	2e-5
Streptomyces_pilosus-_-AB184161--_NBRC_12807_T	Streptomyces_flavoviridis-_-AB184842--_NBRC_12772_T	28893	28893	2e-5
Streptomyces_fimbriatus-_-AY999844--_DSM_40942_T	Streptomyces_calvus-_-AB184329--_NBRC_13200_T	68197	67282	0.03228
Streptomyces_albidoflavus-_-AB184255--_NBRC_13010_T	Streptomyces_hydrogenans-_-AB184868--_NBRC_13475_T	1886	1873719	2e-5
Streptomyces_albidoflavus-_-AB184255--_NBRC_13010_T	Streptomyces_violascens-_-AY999737--_ISP_5183_T	1886	67381	2e-5
Streptomyces_hydrogenans-_-AB184868--_NBRC_13475_T	Streptomyces_albidoflavus-_-AB184255--_NBRC_13010_T	1873719	1886	2e-5
Streptomyces_hydrogenans-_-AB184868--_NBRC_13475_T	Streptomyces_violascens-_-AY999737--_ISP_5183_T	1873719	67381	2e-5
Streptomyces_daghestanicus-_-DQ442497--_NRRL_B-5418T_T	Streptomyces_albidoflavus-_-AB184255--_NBRC_13010_T	66885	1886	7.1e-4
Streptomyces_daghestanicus-_-DQ442497--_NRRL_B-5418T_T	Streptomyces_hydrogenans-_-AB184868--_NBRC_13475_T	66885	1873719	7.1e-4
Streptomyces_daghestanicus-_-DQ442497--_NRRL_B-5418T_T	Streptomyces_violascens-_-AY999737--_ISP_5183_T	66885	67381	7.1e-4
Streptomyces_violascens-_-AY999737--_ISP_5183_T	Streptomyces_albidoflavus-_-AB184255--_NBRC_13010_T	67381	1886	2e-5
Streptomyces_violascens-_-AY999737--_ISP_5183_T	Streptomyces_hydrogenans-_-AB184868--_NBRC_13475_T	67381	1873719	2e-5
Streptomyces_koyangensis-_-AY079156--_VK-A60_T	Streptomyces_albidoflavus-_-AB184255--_NBRC_13010_T	188770	1886	0.01054
Streptomyces_koyangensis-_-AY079156--_VK-A60_T	Streptomyces_hydrogenans-_-AB184868--_NBRC_13475_T	188770	1873719	0.01054
Streptomyces_koyangensis-_-AY079156--_VK-A60_T	Streptomyces_violascens-_-AY999737--_ISP_5183_T	188770	67381	0.01054
Streptomyces_cadmiisoli-_-MH300129--_ZFG47_T	Streptomyces_koyangensis-_-AY079156--_VK-A60_T	2184053	188770	0.01555
Streptomyces_poonensis-_-DQ445792--_NRRL_B-2319_T	Streptomyces_fumigatiscleroticus-_-DQ442499--_NRRL_B-3856T_T	68255	66371	0.00987
Streptomyces_roseiscleroticus-_-AB184251--_NBRC_13002_T	Streptomyces_ruber-_-AB184604--_NBRC_14600_T	1972	83378	0.00142
Streptomyces_ruber-_-AB184604--_NBRC_14600_T	Streptomyces_roseiscleroticus-_-AB184251--_NBRC_13002_T	83378	1972	0.00142
Streptomyces_fumigatiscleroticus-_-DQ442499--_NRRL_B-3856T_T	Streptomyces_sennicomposti-_-OM661191--_RCPT1-4_T	66371	2873384	0.0079
Streptomyces_sennicomposti-_-OM661191--_RCPT1-4_T	Streptomyces_fumigatiscleroticus-_-DQ442499--_NRRL_B-3856T_T	2873384	66371	0.0079
Streptomyces_deserti-_-HE577172--_C63_T	Streptomyces_fumigatiscleroticus-_-DQ442499--_NRRL_B-3856T_T	531967	66371	0.01198
Streptomyces_griseoviridis-_-AB184210--_NBRC_12874_T	Streptomyces_zinciresistens-_-GU225938--_CCNWNQ_0016_T	45398	700597	0.01475999999999999
Streptomyces_zinciresistens-_-GU225938--_CCNWNQ_0016_T	Streptomyces_griseoviridis-_-AB184210--_NBRC_12874_T	700597	45398	0.01475999999999999
Streptomyces_naganishii-_-DQ442529--_NRRL_B-1816T_T	Streptomyces_nogalater-_-AB231805--_TT2-9_T	1306179	38314	0.00632
Streptomyces_nogalater-_-AB231805--_TT2-9_T	Streptomyces_naganishii-_-DQ442529--_NRRL_B-1816T_T	38314	1306179	0.00632
Streptomyces_spiralis-_-AB184575--_NBRC_14215_T	Streptomyces_naganishii-_-DQ442529--_NRRL_B-1816T_T	66376	1306179	0.01335999999999999
Streptomyces_hebeiensis-_-AY277529--_YIM_001_T	Streptomyces_pathocidini-_-AB184501--_NBRC_13812_T	229486	1650571	0.02527
Streptomyces_pathocidini-_-AB184501--_NBRC_13812_T	Streptomyces_hebeiensis-_-AY277529--_YIM_001_T	1650571	229486	0.02527
Streptomyces_triticagri-_-MH144587--_NEAU-YY421_T	Streptomyces_spiralis-_-AB184575--_NBRC_14215_T	2293568	66376	0.03938
Streptomyces_gossypiisoli-_-MN548415--_TRM_44567_T	Streptomyces_fumigatiscleroticus-_-DQ442499--_NRRL_B-3856T_T	2748864	66371	0.03241
Streptomyces_kalpinensis-_-KX021818--_TRM_46509_T	Streptomyces_gossypiisoli-_-MN548415--_TRM_44567_T	1236311	2748864	0.03503
Streptomyces_tacrolimicus-_-FN429653--_ATCC_55098_T	Streptomyces_fumigatiscleroticus-_-DQ442499--_NRRL_B-3856T_T	330919	66371	0.02673
Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	33900	146922	2e-5
Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	Streptomyces_murinus-_-AB184155--_NBRC_12799_T	33900	33900	2e-5
Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	146922	33900	2e-5
Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	Streptomyces_murinus-_-AB184155--_NBRC_12799_T	146922	33900	2e-5
Streptomyces_murinus-_-AB184155--_NBRC_12799_T	Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	33900	33900	2e-5
Streptomyces_murinus-_-AB184155--_NBRC_12799_T	Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	33900	146922	2e-5
Streptomyces_phaeogriseichromatogenes-_-AJ391813--_NRRL_2834_T	Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	33900	33900	0.01312
Streptomyces_phaeogriseichromatogenes-_-AJ391813--_NRRL_2834_T	Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	33900	146922	0.01312
Streptomyces_phaeogriseichromatogenes-_-AJ391813--_NRRL_2834_T	Streptomyces_murinus-_-AB184155--_NBRC_12799_T	33900	33900	0.01312
Streptomyces_olivicoloratus-_-KM229359--_T13_T	Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	1550618	33900	0.02255999999999999
Streptomyces_olivicoloratus-_-KM229359--_T13_T	Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	1550618	146922	0.02255999999999999
Streptomyces_olivicoloratus-_-KM229359--_T13_T	Streptomyces_murinus-_-AB184155--_NBRC_12799_T	1550618	33900	0.02255999999999999
Streptomyces_xiangtanensis-_-KX263683--_LUSFXJ__T	Streptomyces_costaricanus-_-AB249939--_NBRC_100773_T	2656783	33900	0.01783
Streptomyces_xiangtanensis-_-KX263683--_LUSFXJ__T	Streptomyces_griseofuscus-_-AB184206--_NBRC_12870_T	2656783	146922	0.01783
Streptomyces_xiangtanensis-_-KX263683--_LUSFXJ__T	Streptomyces_murinus-_-AB184155--_NBRC_12799_T	2656783	33900	0.01783
Streptomyces_jiujiangensis-_-KF938657--_JXJ_0074_T	Streptomyces_fuscichromogenes-_-KC771428--_m16_T	1434256	1324013	0.01618
Streptomyces_fuscichromogenes-_-KC771428--_m16_T	Streptomyces_jiujiangensis-_-KF938657--_JXJ_0074_T	1324013	1434256	0.01618
Streptomyces_durhamensis-_-AY999785--_NRRL_B-3309_T	Streptomyces_filipinensis-_-AB184198--_NBRC_12860_T	68194	66887	0.0021
Streptomyces_filipinensis-_-AB184198--_NBRC_12860_T	Streptomyces_durhamensis-_-AY999785--_NRRL_B-3309_T	66887	68194	0.0021
Streptomyces_broussonetiae-_-MT849770--_T44_T	Streptomyces_filipinensis-_-AB184198--_NBRC_12860_T	2686304	66887	0.00982999999999999
Streptomyces_barringtoniae-_-LC635741--_JA03_T	Streptomyces_filipinensis-_-AB184198--_NBRC_12860_T	2892029	66887	0.01443999999999999
Streptomyces_fodineus-_-KT820007--_TW1S1_T	Streptomyces_puniciscabiei-_-AF361785--_S77_T	1904616	164348	0.01496
Streptomyces_puniciscabiei-_-AF361785--_S77_T	Streptomyces_fodineus-_-KT820007--_TW1S1_T	164348	1904616	0.01496
Streptomyces_yaanensis-_-JQ307192--_Z4_T	Streptomyces_puniciscabiei-_-AF361785--_S77_T	1142239	164348	0.01757
Streptomyces_gramineus-_-HM748598--_JR-43_T	Streptomyces_rhizophilus-_-HQ267989--_JR-41_T	910542	1367506	0.00936
Streptomyces_rhizophilus-_-HQ267989--_JR-41_T	Streptomyces_gramineus-_-HM748598--_JR-43_T	1367506	910542	0.00936
Streptomyces_graminisoli-_-HQ267975--_JR-19_T	Streptomyces_hyaluromycini-_-AB840588--_MB-PO13_T	1367504	1377993	0.00426
Streptomyces_shenzhenensis-_-HQ660226--_172115_T	Streptomyces_graminisoli-_-HQ267975--_JR-19_T	943815	1367504	0.00632
Streptomyces_hyaluromycini-_-AB840588--_MB-PO13_T	Streptomyces_graminisoli-_-HQ267975--_JR-19_T	1377993	1367504	0.00426
Streptomyces_lanatus-_-AB184845--_NBRC_12787_T	Streptomyces_cerasinus-_-LC128347--_SR3-134_T	66900	1807875	0.01613
Streptomyces_cerasinus-_-LC128347--_SR3-134_T	Streptomyces_lanatus-_-AB184845--_NBRC_12787_T	1807875	66900	0.01613
Streptomyces_gilvifuscus-_-KM229362--_T113_T	Streptomyces_sasae-_-HQ267987--_JR-39_T	1550617	1266772	0.01974
Streptomyces_sasae-_-HQ267987--_JR-39_T	Streptomyces_panaciradicis-_-KF971876--_1MR-8_T	1266772	1470261	0.01829
Streptomyces_niveiscabiei-_-AF361786--_S78_T	Streptomyces_sasae-_-HQ267987--_JR-39_T	164115	1266772	0.02177
Streptomyces_plumbidurans-_-MW526995--_KC17012_T	Streptomyces_spinosisporus-_-LC497907--_7R016T	2814589	2927582	0.00715
Streptomyces_spinosisporus-_-LC497907--_7R016T	Streptomyces_plumbidurans-_-MW526995--_KC17012_T	2927582	2814589	0.00715
Streptomyces_panaciradicis-_-KF971876--_1MR-8_T	Streptomyces_sasae-_-HQ267987--_JR-39_T	1470261	1266772	0.01829
Streptomyces_musisoli-_-LC489239--_CH5-8_T	Streptomyces_echinatus-_-AJ399465--_ISP_5013_T	2802280	67293	0.01569
Streptomyces_actinomycinicus-_-LC069046--_RCU-197_T	Streptomyces_musisoli-_-LC489239--_CH5-8_T	1695166	2802280	0.01587
Streptomyces_echinatus-_-AJ399465--_ISP_5013_T	Streptomyces_musisoli-_-LC489239--_CH5-8_T	67293	2802280	0.01569
Streptomyces_subrutilus-_-X80825--_DSM_40445_T	Streptomyces_avidinii-_-AB184395--_NBRC_13429_T	36818	1895	0.00632
Streptomyces_avidinii-_-AB184395--_NBRC_13429_T	Streptomyces_nojiriensis-_-AJ781355--_LMG_20094_T	1895	66374	0.00563
Streptomyces_avidinii-_-AB184395--_NBRC_13429_T	Streptomyces_spororaveus-_-AJ781370--_LMG_20313_T	1895	284039	0.00563
Streptomyces_avidinii-_-AB184395--_NBRC_13429_T	Streptomyces_xanthophaeus-_-DQ442560--_NRRL_B-5414T_T	1895	67385	0.00563
Streptomyces_vinaceus-_-AB184394--_NBRC_13425_T	Streptomyces_cirratus-_-AY999794--_NRRL_B-3250_T	1960	68187	2e-5
Streptomyces_cirratus-_-AY999794--_NRRL_B-3250_T	Streptomyces_vinaceus-_-AB184394--_NBRC_13425_T	68187	1960	2e-5
Streptomyces_sporoverrucosus-_-DQ442544--_NRRL_B-16379T_T	Streptomyces_goshikiensis-_-EF178693--_NRRL_B-5428_T	1942	1942	0.00142
Streptomyces_lavendulae_subsp._grasserius-_-AY999841--_DSM_40385_T	Streptomyces_goshikiensis-_-EF178693--_NRRL_B-5428_T	66421	1942	0.01499
Streptomyces_goshikiensis-_-EF178693--_NRRL_B-5428_T	Streptomyces_sporoverrucosus-_-DQ442544--_NRRL_B-16379T_T	1942	1942	0.00142
